occupation_code,occupation_name,task_id,task_description,weight_category,weight_percentage,substitutivity_01,augmentation_01,complementarity_01,substitutivity_5,augmentation_5,complementarity_5,justification
1-04-01-01,工会负责人,T001,组织动员职工参与集体协商,Primary,0.12,0.15,0.65,0.85,2,4,4,涉及复杂的人际信任构建与情感动员，AI 无法替代核心信任关系，但可辅助生成动员方案。
1-04-01-01,工会负责人,T002,开展劳动权益维护与法律援助,Primary,0.12,0.2,0.7,0.8,2,4,4,法律条文检索可高度自动化，但维权过程中的情感支持与现场博弈需人类主导。
1-04-01-01,工会负责人,T003,制定工会战略发展规划,Primary,0.12,0.3,0.6,0.7,2,3,4,战略规划依赖对组织文化的深层理解，AI 可提供数据支持，但无法替代价值判断。
1-04-01-01,工会负责人,T004,协调多方利益冲突与纠纷,Primary,0.12,0.1,0.55,0.9,1,3,5,冲突调解高度依赖非语言信号识别与同理心，AI 仅能作为辅助记录与流程管理工具。
1-04-01-01,工会负责人,T005,调研分析职工诉求与满意度,Primary,0.12,0.4,0.8,0.6,3,4,3,数据采集与分析可高度自动化，但深度访谈与隐性需求挖掘仍需人工介入。
1-04-01-01,工会负责人,T006,管理工会日常行政与财务事务,Secondary,0.1,0.85,0.9,0.15,4,5,2,标准化行政流程与财务核算极易被 AI 完全接管，人类仅需进行例外审批。
1-04-01-01,工会负责人,T007,撰写政策建议与工作报告,Secondary,0.1,0.75,0.85,0.25,4,4,2,文本生成与逻辑构建是 GenAI 强项，人类主要负责审核立场与政治准确性。
1-04-01-01,工会负责人,T008,维护工会档案与会员信息库,Secondary,0.1,0.9,0.8,0.1,5,4,1,数据录入与检索属于典型的高替代性任务，AI 可实现近乎全自动管理。
1-04-01-01,工会负责人,T009,参与工会会议记录与流程归档,Ancillary,0.05,0.95,0.95,0.05,5,5,1,会议转录与归档是纯文本处理任务，AI 可完全独立高效完成。
1-04-01-01,工会负责人,T010,执行工会内部纪律审查程序,Ancillary,0.05,0.6,0.4,0.4,3,3,3,纪律审查涉及程序正义与人性化裁量，AI 可辅助证据整理，但无法替代最终裁决。
1-04-01-02,共青团负责人,T001,设计青年思想政治教育活动方案,Primary,0.12,0.35,0.75,0.65,2,4,4,AI 可辅助生成方案框架和素材，但活动的情感导向和价值观把控需人工决策。
1-04-01-02,共青团负责人,T002,组织策划并执行青年主题实践活动,Primary,0.12,0.2,0.8,0.7,2,4,4,AI 可优化流程调度，但现场突发状况处理和人际互动无法由机器完全替代。
1-04-01-02,共青团负责人,T003,开展青年群体思想动态调研与分析,Primary,0.12,0.4,0.7,0.6,3,4,3,AI 擅长处理数据，但深层心理动机解读和信任建立依赖人类共情能力。
1-04-01-02,共青团负责人,T004,实施团队内部管理与成员激励工作,Primary,0.12,0.15,0.65,0.8,2,4,4,人员激励涉及复杂情感交互，AI 仅能提供数据支持，无法替代领导者的感召力。
1-04-01-02,共青团负责人,T005,撰写青年工作宣传报道与政策文件,Primary,0.12,0.6,0.9,0.5,3,5,3,文本生成类任务受 GenAI 冲击显著，AI 可大幅提升写作效率，但政治把关需人工。
1-04-01-02,共青团负责人,T006,协调多方资源解决青年实际困难,Secondary,0.1,0.25,0.55,0.75,2,3,4,跨部门协调涉及复杂的人际博弈和信任构建，AI 难以独立处理非结构化冲突。
1-04-01-02,共青团负责人,T007,维护青年组织内部沟通渠道,Secondary,0.1,0.3,0.6,0.7,2,3,4,AI 可自动化回复常见问题，但建立深层情感连接和解决个性化诉求需人工介入。
1-04-01-02,共青团负责人,T008,评估青年工作项目成效与反馈,Secondary,0.1,0.45,0.7,0.55,3,4,3,数据分析可自动化，但基于价值观的成效定性评估和后续策略调整需人类判断。
1-04-01-02,共青团负责人,T009,整理归档青年工作基础档案资料,Ancillary,0.05,0.85,0.95,0.2,4,5,2,纯文档整理与归档属于高可替代性任务，AI 可近乎完全接管且效率极高。
1-04-01-02,共青团负责人,T010,维护组织日常行政运行秩序,Ancillary,0.05,0.7,0.8,0.3,4,4,2,常规行政流程标准化程度高，AI 可辅助监控和提醒，减少人工重复劳动。
1-04-01-03,妇联负责人,T001,组织妇女权益保障政策宣讲活动,Primary,0.12,0.35,0.75,0.65,2,4,4,政策宣讲内容生成可由AI辅助，但现场互动、情绪安抚及针对个体疑问的即时回应需人工完成，AI无法完全替代情感连接。
1-04-01-03,妇联负责人,T002,开展妇女儿童生存状况实地调研,Primary,0.12,0.2,0.6,0.8,2,3,4,数据采集可部分自动化，但深度访谈中的信任建立、非语言信息捕捉及敏感话题的共情处理高度依赖人类特质。
1-04-01-03,妇联负责人,T003,协调多方资源解决家庭纠纷案例,Primary,0.12,0.15,0.5,0.85,2,3,4,纠纷调解涉及复杂的情感博弈、伦理判断及法律裁量，AI缺乏道德权威和建立人际信任的能力，必须人工主导。
1-04-01-03,妇联负责人,T004,制定区域性别平等发展策略规划,Primary,0.12,0.4,0.7,0.6,3,4,3,AI可基于数据提供策略选项，但策略的伦理导向、政治可行性判断及价值取舍需人类决策者最终裁定。
1-04-01-03,妇联负责人,T005,撰写妇女儿童权益保障政策建议报告,Primary,0.12,0.55,0.85,0.45,3,4,3,文本撰写、数据整理和逻辑构建是AI强项，但政策建议的立场确立、核心观点提炼及政治敏感度把控仍需人工把关。
1-04-01-03,妇联负责人,T006,动员社区志愿者参与公益服务项目,Secondary,0.1,0.25,0.55,0.75,2,3,4,人员招募信息分发可自动化，但志愿者的情感激励、团队凝聚力构建及个性化关怀无法由算法完全替代。
1-04-01-03,妇联负责人,T007,维护与政府部门的常态化沟通机制,Secondary,0.1,0.3,0.6,0.7,2,3,4,常规信息传递可辅助，但高层政治互信、非正式渠道的协商及复杂利益平衡需人类社交智慧。
1-04-01-03,妇联负责人,T008,管理妇联组织内部行政档案,Secondary,0.1,0.7,0.8,0.3,4,4,2,档案数字化、检索与分类是典型的AI高替代任务，仅需人工进行权限审核与异常处理。
1-04-01-03,妇联负责人,T009,处理突发公共舆情危机事件,Ancillary,0.05,0.2,0.65,0.8,2,4,4,舆情监测可自动化，但危机时刻的公众情绪引导、价值立场表态及快速决策需人类承担最终责任。
1-04-01-03,妇联负责人,T010,执行日常办公文档流转与归档,Ancillary,0.05,0.85,0.9,0.2,4,5,2,纯流程性文档处理是AI自动化程度最高的任务，几乎无需人类干预，仅需偶尔的人工校验。
1-04-01-04,其他人民团体和群众团体负责人,T001,制定团体战略规划与年度工作计划,Primary,0.12,0.15,0.75,0.85,2,4,4,战略规划需结合政治敏感性与组织愿景，AI 可辅助数据分析但无法替代价值判断与政治决断。
1-04-01-04,其他人民团体和群众团体负责人,T002,组织策划大型群众性活动与会议,Primary,0.12,0.2,0.8,0.8,2,4,4,活动执行流程可被 AI 优化，但现场突发状况处理与人际协调仍需人类主导。
1-04-01-04,其他人民团体和群众团体负责人,T003,维护核心会员关系与处理复杂诉求,Primary,0.12,0.1,0.4,0.9,1,3,5,情感信任构建与深层诉求挖掘高度依赖人类同理心，AI 仅能提供基础信息检索。
1-04-01-04,其他人民团体和群众团体负责人,T004,解读政策法规并指导团体合规运营,Primary,0.12,0.3,0.85,0.7,2,4,4,政策文本分析可被 AI 高效完成，但政策适用性的最终裁量权与责任归属必须由人承担。
1-04-01-04,其他人民团体和群众团体负责人,T005,协调外部利益相关方与建立战略合作,Primary,0.12,0.15,0.5,0.85,2,3,4,谈判与信任建立涉及复杂的非语言信号与政治博弈，AI 无法独立构建深层信任关系。
1-04-01-04,其他人民团体和群众团体负责人,T006,管理团体日常行政事务与财务流程,Secondary,0.06,0.65,0.9,0.35,4,5,2,标准化行政与财务流程高度结构化，AI 可独立接管大部分执行工作，仅需人工复核。
1-04-01-04,其他人民团体和群众团体负责人,T007,撰写常规工作报告与宣传材料,Secondary,0.06,0.7,0.95,0.3,4,5,2,文本生成类任务受 GenAI 冲击显著，AI 可独立完成初稿，人类仅需进行风格润色。
1-04-01-04,其他人民团体和群众团体负责人,T008,处理会员档案数据与基础咨询回复,Secondary,0.06,0.8,0.85,0.2,4,4,2,数据录入与标准化问答属于高重复性任务，AI 可完全替代人工执行。
1-04-01-04,其他人民团体和群众团体负责人,T009,维护办公环境与基础物资采购,Ancillary,0.05,0.75,0.6,0.25,4,3,2,后勤事务虽涉及体力但可外包或自动化，对核心职业价值贡献极低。
1-04-01-04,其他人民团体和群众团体负责人,T010,整理归档会议记录与历史文档,Ancillary,0.05,0.85,0.7,0.15,4,4,2,文档归档为标准化操作，AI 可高效完成分类与检索，无需人类深度介入。
1-04-02-00,社会团体负责人,T001,制定社团发展战略与年度规划,Primary,0.12,0.15,0.75,0.85,2,4,4,战略规划需结合非结构化社会环境与组织价值观，AI 无法独立承担最终责任，但可辅助数据推演。
1-04-02-00,社会团体负责人,T002,主持会员大会与理事会决策会议,Primary,0.12,0.1,0.6,0.9,1,3,5,会议主持涉及实时情感互动、冲突调解与现场氛围把控，AI 难以替代人类信任构建。
1-04-02-00,社会团体负责人,T003,签署具有法律效力的社团文件,Primary,0.12,0.05,0.8,0.95,1,4,5,签署行为代表法律责任与信用背书，AI 可辅助审查文本，但无法替代人类承担法律后果。
1-04-02-00,社会团体负责人,T004,协调内部人事关系与团队冲突,Primary,0.12,0.08,0.55,0.92,1,3,5,人际冲突处理依赖深度共情与政治智慧，AI 仅能提供流程建议，无法执行情感抚慰。
1-04-02-00,社会团体负责人,T005,维护外部公共关系与利益相关者网络,Primary,0.12,0.1,0.65,0.88,1,4,5,公共关系建立基于长期信任与人际网络，AI 无法替代负责人作为组织人格化代表的角色。
1-04-02-00,社会团体负责人,T006,审核社团财务预算与执行报告,Secondary,0.1,0.6,0.9,0.4,3,5,3,财务数据核对与预算生成高度依赖算法，AI 可独立完成大部分计算与异常检测工作。
1-04-02-00,社会团体负责人,T007,撰写社团新闻稿与对外公告,Secondary,0.1,0.7,0.95,0.3,4,5,2,文本生成类任务受生成式 AI 冲击显著，AI 可快速产出初稿，仅需人工微调。
1-04-02-00,社会团体负责人,T008,整理会议记录与归档社团档案,Secondary,0.1,0.85,0.9,0.15,4,5,2,文档归档与记录整理属于标准化流程，AI 可全自动执行，人类仅需抽检。
1-04-02-00,社会团体负责人,T009,组织社团日常行政事务与后勤支持,Ancillary,0.05,0.75,0.85,0.2,4,4,2,常规行政事务规则明确，AI 可高效处理日程安排与资源调度。
1-04-02-00,社会团体负责人,T010,更新社团成员数据库与联络信息,Ancillary,0.05,0.9,0.95,0.1,5,5,1,数据录入与更新属于高重复性操作，AI 可完全接管并实现实时同步。
1-04-03-00,民办非企业单位负责人,T001,制定非营利组织战略规划与年度运营计划,Primary,0.12,0.3,0.75,0.8,2,4,4,AI 可辅助数据分析和方案生成，但战略方向需基于组织价值观和复杂社会背景的人工判断。
1-04-03-00,民办非企业单位负责人,T002,构建并维护捐赠人、政府及社区利益相关者信任关系,Primary,0.12,0.1,0.4,0.9,1,3,5,情感连接、信任构建和复杂的人际博弈高度依赖人类特质，AI 仅能辅助沟通记录分析。
1-04-03-00,民办非企业单位负责人,T003,执行多元化资源筹集活动与财务合规管理,Primary,0.12,0.45,0.85,0.7,3,4,4,AI 可优化筹款渠道匹配和财务预测，但核心谈判和危机处理仍需人类介入。
1-04-03-00,民办非企业单位负责人,T004,领导团队实施社会服务项目并监控执行质量,Primary,0.12,0.2,0.65,0.85,2,4,4,AI 可监控进度数据，但团队激励、冲突解决和伦理决策无法由算法完全替代。
1-04-03-00,民办非企业单位负责人,T005,设计组织治理结构并应对突发公共危机,Primary,0.12,0.15,0.5,0.95,2,3,5,危机处理涉及高度不确定性和道德责任，AI 无法承担最终决策责任。
1-04-03-00,民办非企业单位负责人,T006,撰写项目报告与政策倡导建议书,Secondary,0.1,0.7,0.9,0.6,4,5,3,GenAI 在文本生成、数据可视化和逻辑梳理方面具有显著替代和增强能力。
1-04-03-00,民办非企业单位负责人,T007,维护组织内部知识库与档案管理系统,Secondary,0.1,0.85,0.8,0.4,4,4,3,文档分类、检索和归档是高度标准化的数字化任务，AI 可独立高效完成。
1-04-03-00,民办非企业单位负责人,T008,组织内部员工培训与文化建设活动,Secondary,0.1,0.35,0.6,0.75,2,3,4,AI 可生成培训材料，但文化塑造和价值观传递需人类领导者的亲身示范。
1-04-03-00,民办非企业单位负责人,T009,处理日常行政事务与会议记录整理,Ancillary,0.05,0.9,0.85,0.3,5,4,2,常规行政流程高度标准化，AI 自动化程度极高，几乎可完全替代人工操作。
1-04-03-00,民办非企业单位负责人,T010,审核外部合作机构资质与合同合规性,Ancillary,0.05,0.6,0.7,0.5,3,4,3,AI 可快速筛查合同条款，但法律风险判断和最终签字责任需人类承担。
1-04-04-00,社会中介组织负责人,T001,制定组织发展战略与年度运营计划,Primary,0.12,0.15,0.75,0.85,2,4,4,战略制定依赖对复杂社会环境的直觉判断与价值观权衡，AI 无法替代核心决策责任，但可辅助数据模拟。
